gene_id SSR HPR
ENSAMXG00000000234 1 1
ENSAMXG00000000237 1 1
ENSAMXG00000000239 1 1
ENSAMXG00000000242 1 1
ENSAMXG00000000247 1 1
ENSAMXG00000000252 1 0
ENSAMXG00000000253 1 0
ENSAMXG00000000254 1 0
ENSAMXG00000000255 1 1
ENSAMXG00000000257 1 1
ENSAMXG00000000266 1 1
ENSAMXG00000000267 1 1
ENSAMXG00000000268 1 1
ENSAMXG00000000270 1 0
ENSAMXG00000000273 1 1
ENSAMXG00000000277 1 1
ENSAMXG00000000279 1 1
ENSAMXG00000000283 1 0
ENSAMXG00000000284 1 1
ENSAMXG00000000288 1 1
ENSAMXG00000000289 1 1
ENSAMXG00000000290 1 1
ENSAMXG00000000294 1 0
ENSAMXG00000000297 1 0
ENSAMXG00000000297 1 1
ENSAMXG00000000298 1 1
ENSAMXG00000000300 1 1
ENSAMXG00000000301 1 1
ENSAMXG00000000302 1 1
ENSAMXG00000000303 1 0
ENSAMXG00000000303 1 1
ENSAMXG00000000304 1 0
ENSAMXG00000000308 1 1
ENSAMXG00000000310 1 1
ENSAMXG00000000312 1 1
ENSAMXG00000000313 1 0
ENSAMXG00000000313 1 1
ENSAMXG00000000316 1 1
ENSAMXG00000000318 1 1
ENSAMXG00000000319 1 1
ENSAMXG00000000320 1 1
ENSAMXG00000000324 1 0
ENSAMXG00000000324 1 1
ENSAMXG00000000325 1 0
ENSAMXG00000000326 1 1
ENSAMXG00000000329 1 0
ENSAMXG00000000330 1 1
ENSAMXG00000000332 1 0
ENSAMXG00000000334 1 1
ENSAMXG00000000335 1 0
ENSAMXG00000000338 1 1
ENSAMXG00000000341 1 1
ENSAMXG00000000342 0 1
ENSAMXG00000000348 1 1
ENSAMXG00000000350 1 1
ENSAMXG00000000351 1 1
ENSAMXG00000000352 1 1
ENSAMXG00000000353 1 1
ENSAMXG00000000354 1 0
ENSAMXG00000000355 1 1
ENSAMXG00000000356 1 1
ENSAMXG00000000357 1 0
ENSAMXG00000000358 1 1
ENSAMXG00000000367 0 0
ENSAMXG00000000370 1 1
ENSAMXG00000000371 1 1
ENSAMXG00000000376 1 1
ENSAMXG00000000378 1 1
ENSAMXG00000000379 1 1
ENSAMXG00000000381 1 1
ENSAMXG00000000384 1 0
ENSAMXG00000000386 1 0
ENSAMXG00000000386 1 1
ENSAMXG00000000387 1 0
ENSAMXG00000000388 1 1
ENSAMXG00000000390 1 1
ENSAMXG00000000393 1 1
ENSAMXG00000000394 1 1
ENSAMXG00000000395 1 1
ENSAMXG00000000399 1 1
ENSAMXG00000000400 1 0
ENSAMXG00000000403 1 1
ENSAMXG00000000404 1 1
ENSAMXG00000000407 1 1
ENSAMXG00000000408 1 1
ENSAMXG00000000411 1 1
ENSAMXG00000000412 1 0
ENSAMXG00000000412 1 1
ENSAMXG00000000416 1 1
ENSAMXG00000000418 0 0
ENSAMXG00000000419 1 1
ENSAMXG00000000420 1 1
ENSAMXG00000000424 1 1
ENSAMXG00000000425 1 1
ENSAMXG00000000426 1 0
ENSAMXG00000000428 1 1
ENSAMXG00000000435 1 1
ENSAMXG00000000436 1 0
ENSAMXG00000000437 1 1
ENSAMXG00000000441 1 1
ENSAMXG00000000442 1 1
ENSAMXG00000000443 1 1
ENSAMXG00000000445 0 0
ENSAMXG00000000447 1 1
ENSAMXG00000000449 1 1
ENSAMXG00000000450 1 0
ENSAMXG00000000452 1 0
ENSAMXG00000000452 1 1
ENSAMXG00000000454 1 1
ENSAMXG00000000456 1 0
ENSAMXG00000000456 1 1
ENSAMXG00000000458 1 0
ENSAMXG00000000459 1 1
ENSAMXG00000000460 1 1
ENSAMXG00000000461 1 0
ENSAMXG00000000461 1 1
ENSAMXG00000000463 0 1
ENSAMXG00000000465 1 1
ENSAMXG00000000466 1 1
ENSAMXG00000000468 1 0
ENSAMXG00000000469 1 1
ENSAMXG00000000470 1 1
ENSAMXG00000000471 1 0
ENSAMXG00000000472 1 1
ENSAMXG00000000475 1 1
ENSAMXG00000000476 1 1
ENSAMXG00000000477 1 0
ENSAMXG00000000478 1 0
ENSAMXG00000000479 1 1
ENSAMXG00000000480 1 1
ENSAMXG00000000481 1 1
ENSAMXG00000000484 1 1
ENSAMXG00000000485 1 0
ENSAMXG00000000489 1 0
ENSAMXG00000000490 1 0
ENSAMXG00000000491 1 1
ENSAMXG00000000492 1 0
ENSAMXG00000000493 1 1
ENSAMXG00000000494 1 1
ENSAMXG00000000495 1 1
ENSAMXG00000000497 1 1
ENSAMXG00000000498 1 1
ENSAMXG00000000499 1 0
ENSAMXG00000000501 0 0
ENSAMXG00000000502 1 1
ENSAMXG00000000503 1 1
ENSAMXG00000000506 1 1
ENSAMXG00000000507 1 1
ENSAMXG00000000508 1 1
ENSAMXG00000000509 1 1
ENSAMXG00000000511 1 1
ENSAMXG00000000512 1 1
ENSAMXG00000000514 1 1
ENSAMXG00000000516 1 0
ENSAMXG00000000516 1 1
ENSAMXG00000000517 1 1
ENSAMXG00000000519 1 0
ENSAMXG00000000519 1 1
ENSAMXG00000000525 1 1
ENSAMXG00000000526 1 1
ENSAMXG00000000527 1 1
ENSAMXG00000000528 1 1
ENSAMXG00000000529 1 0
ENSAMXG00000000530 1 0
ENSAMXG00000000532 1 0
ENSAMXG00000000534 1 1
ENSAMXG00000000536 1 1
ENSAMXG00000000539 1 1
ENSAMXG00000000541 1 0
ENSAMXG00000000541 1 1
ENSAMXG00000000542 1 1
ENSAMXG00000000543 1 0
ENSAMXG00000000544 1 0
ENSAMXG00000000544 1 1
ENSAMXG00000000545 1 1
ENSAMXG00000000546 1 1
ENSAMXG00000000547 1 1
ENSAMXG00000000548 1 1
ENSAMXG00000000549 1 1
ENSAMXG00000000551 1 1
ENSAMXG00000000552 1 1
ENSAMXG00000000553 1 1
ENSAMXG00000000554 1 1
ENSAMXG00000000555 1 0
ENSAMXG00000000556 1 1
ENSAMXG00000000557 1 1
ENSAMXG00000000558 1 1
ENSAMXG00000000560 1 1
ENSAMXG00000000561 1 1
ENSAMXG00000000563 1 0
ENSAMXG00000000566 1 1
ENSAMXG00000000568 1 1
ENSAMXG00000000572 1 1
ENSAMXG00000000574 1 1
ENSAMXG00000000576 1 1
ENSAMXG00000000578 1 1
ENSAMXG00000000582 1 1
ENSAMXG00000000583 1 1
ENSAMXG00000000587 1 1
ENSAMXG00000000590 1 0
ENSAMXG00000000590 1 1
ENSAMXG00000000591 1 0
ENSAMXG00000000593 1 0
ENSAMXG00000000598 1 0
ENSAMXG00000000599 1 1
ENSAMXG00000000602 1 1
ENSAMXG00000000603 1 1
ENSAMXG00000000612 1 0
ENSAMXG00000000618 1 1
ENSAMXG00000000619 1 1
ENSAMXG00000000622 0 0
ENSAMXG00000000629 1 1
ENSAMXG00000000630 1 1
ENSAMXG00000000631 1 1
ENSAMXG00000000632 1 1
ENSAMXG00000000633 1 1
ENSAMXG00000000636 1 1
ENSAMXG00000000638 1 0
ENSAMXG00000000639 1 1
ENSAMXG00000000640 1 1
ENSAMXG00000000641 1 1
ENSAMXG00000000642 1 0
ENSAMXG00000000643 1 1
ENSAMXG00000000644 1 1
ENSAMXG00000000645 1 0
ENSAMXG00000000645 1 1
ENSAMXG00000000650 1 1
ENSAMXG00000000651 1 1
ENSAMXG00000000658 1 0
ENSAMXG00000000662 1 1
ENSAMXG00000000664 1 1
ENSAMXG00000000666 1 1
ENSAMXG00000000667 1 0
ENSAMXG00000000667 1 1
ENSAMXG00000000668 1 1
ENSAMXG00000000669 1 1
ENSAMXG00000000672 1 1
ENSAMXG00000000673 1 1
ENSAMXG00000000678 1 1
ENSAMXG00000000680 1 0
ENSAMXG00000000681 1 1
ENSAMXG00000000684 1 1
ENSAMXG00000000686 1 1
ENSAMXG00000000687 1 0
ENSAMXG00000000687 1 1
ENSAMXG00000000691 1 0
ENSAMXG00000000692 1 1
ENSAMXG00000000694 1 1
ENSAMXG00000000696 1 1
ENSAMXG00000000698 1 1
ENSAMXG00000000705 1 1
ENSAMXG00000000706 1 1
ENSAMXG00000000707 1 0
ENSAMXG00000000714 1 1
ENSAMXG00000000715 1 1
ENSAMXG00000000718 1 1
ENSAMXG00000000724 0 0
ENSAMXG00000000730 1 1
ENSAMXG00000000731 1 1
ENSAMXG00000000733 1 1
ENSAMXG00000000741 1 1
ENSAMXG00000000744 1 1
ENSAMXG00000000745 1 1
ENSAMXG00000000747 1 1
ENSAMXG00000000749 1 0
ENSAMXG00000000752 1 1
ENSAMXG00000000756 1 1
ENSAMXG00000000757 1 0
ENSAMXG00000000758 1 1
ENSAMXG00000000760 1 1
ENSAMXG00000000763 1 1
ENSAMXG00000000764 1 1
ENSAMXG00000000766 1 1
ENSAMXG00000000768 1 0
ENSAMXG00000000772 1 1
ENSAMXG00000000774 1 1
ENSAMXG00000000775 1 1
ENSAMXG00000000777 1 1
ENSAMXG00000000780 1 1
ENSAMXG00000000781 1 1
ENSAMXG00000000783 1 0
ENSAMXG00000000786 1 1
ENSAMXG00000000789 1 1
ENSAMXG00000000792 1 1
ENSAMXG00000000794 1 1
ENSAMXG00000000796 1 0
ENSAMXG00000000796 1 1
ENSAMXG00000000798 1 1
ENSAMXG00000000799 1 0
ENSAMXG00000000803 1 1
ENSAMXG00000000805 1 1
ENSAMXG00000000806 1 0
ENSAMXG00000000809 1 1
ENSAMXG00000000813 0 0
ENSAMXG00000000813 1 1
ENSAMXG00000000814 1 0
ENSAMXG00000000816 1 1
ENSAMXG00000000817 1 1
ENSAMXG00000000818 1 1
ENSAMXG00000000821 1 1
ENSAMXG00000000822 1 1
ENSAMXG00000000823 1 0
ENSAMXG00000000823 1 1
ENSAMXG00000000824 1 1
ENSAMXG00000000825 1 1
ENSAMXG00000000826 1 1
ENSAMXG00000000828 1 1
ENSAMXG00000000829 1 1
ENSAMXG00000000830 1 1
ENSAMXG00000000835 1 1
ENSAMXG00000000836 1 1
ENSAMXG00000000841 1 1
ENSAMXG00000000846 1 1
ENSAMXG00000000847 1 1
ENSAMXG00000000848 1 1
ENSAMXG00000000851 1 1
ENSAMXG00000000853 1 0
ENSAMXG00000000853 1 1
ENSAMXG00000000856 1 1
ENSAMXG00000000857 1 1
ENSAMXG00000000858 1 1
ENSAMXG00000000859 1 1
ENSAMXG00000000861 1 0
ENSAMXG00000000862 1 1
ENSAMXG00000000864 1 0
ENSAMXG00000000865 1 1
ENSAMXG00000000866 1 0
ENSAMXG00000000866 1 1
ENSAMXG00000000869 1 1
ENSAMXG00000000870 1 1
ENSAMXG00000000871 1 1
ENSAMXG00000000872 1 1
ENSAMXG00000000873 1 1
ENSAMXG00000000874 1 1
ENSAMXG00000000875 1 1
ENSAMXG00000000876 1 1
ENSAMXG00000000881 1 1
ENSAMXG00000000882 1 0
ENSAMXG00000000888 1 1
ENSAMXG00000000890 1 1
ENSAMXG00000000891 1 1
ENSAMXG00000000894 1 0
ENSAMXG00000000894 1 1
ENSAMXG00000000897 1 1
ENSAMXG00000000899 1 0
ENSAMXG00000000900 1 0
ENSAMXG00000000900 1 1
ENSAMXG00000000904 1 1
ENSAMXG00000000906 1 0
ENSAMXG00000000906 1 1
ENSAMXG00000000907 1 1
ENSAMXG00000000910 1 0
ENSAMXG00000000911 1 1
ENSAMXG00000000912 1 0
ENSAMXG00000000913 1 1
ENSAMXG00000000916 1 1
ENSAMXG00000000917 1 1
ENSAMXG00000000918 1 1
ENSAMXG00000000919 1 0
ENSAMXG00000000922 1 0
ENSAMXG00000000923 1 1
ENSAMXG00000000924 1 0
ENSAMXG00000000926 1 1
ENSAMXG00000000927 1 1
ENSAMXG00000000928 1 0
ENSAMXG00000000929 1 1
ENSAMXG00000000931 1 1
ENSAMXG00000000933 1 1
ENSAMXG00000000934 1 1
ENSAMXG00000000938 1 1
ENSAMXG00000000941 1 1
ENSAMXG00000000942 1 1
ENSAMXG00000000943 1 1
ENSAMXG00000000944 1 1
ENSAMXG00000000945 1 0
ENSAMXG00000000945 1 1
ENSAMXG00000000948 1 1
ENSAMXG00000000949 1 1
ENSAMXG00000000950 1 1
ENSAMXG00000000954 1 1
ENSAMXG00000000955 1 1
ENSAMXG00000000958 1 1
ENSAMXG00000000959 1 1
ENSAMXG00000000961 1 0
ENSAMXG00000000962 1 1
ENSAMXG00000000963 1 1
ENSAMXG00000000967 1 1
ENSAMXG00000000968 1 0
ENSAMXG00000000971 1 1
ENSAMXG00000000972 1 0
ENSAMXG00000000973 1 0
ENSAMXG00000000973 1 1
ENSAMXG00000000974 1 1
ENSAMXG00000000977 1 0
ENSAMXG00000000979 1 1
ENSAMXG00000000980 1 1
ENSAMXG00000000982 1 1
ENSAMXG00000000983 1 1
ENSAMXG00000000984 1 0
ENSAMXG00000000986 1 1
ENSAMXG00000000987 1 1
ENSAMXG00000000988 1 1
ENSAMXG00000000989 1 1
ENSAMXG00000000991 1 1
ENSAMXG00000000993 1 1
ENSAMXG00000000997 1 1
ENSAMXG00000001000 1 1
ENSAMXG00000001001 1 0
ENSAMXG00000001001 1 1
ENSAMXG00000001005 1 1
ENSAMXG00000001009 1 0
ENSAMXG00000001013 1 1
ENSAMXG00000001015 1 1
ENSAMXG00000001018 1 1
ENSAMXG00000001020 1 0
ENSAMXG00000001021 1 1
ENSAMXG00000001022 1 1
ENSAMXG00000001023 1 1
ENSAMXG00000001024 1 1
ENSAMXG00000001025 1 0
ENSAMXG00000001026 1 1
ENSAMXG00000001027 1 1
ENSAMXG00000001028 1 1
ENSAMXG00000001029 1 1
ENSAMXG00000001030 1 1
ENSAMXG00000001032 1 1
ENSAMXG00000001033 1 1
ENSAMXG00000001034 1 0
ENSAMXG00000001041 1 1
ENSAMXG00000001044 1 1
ENSAMXG00000001046 1 1
ENSAMXG00000001047 1 1
ENSAMXG00000001048 1 0
ENSAMXG00000001048 1 1
ENSAMXG00000001050 1 1
ENSAMXG00000001051 1 1
ENSAMXG00000001053 1 0
ENSAMXG00000001053 1 1
ENSAMXG00000001055 1 1
ENSAMXG00000001057 1 1
ENSAMXG00000001059 1 0
ENSAMXG00000001060 1 0
ENSAMXG00000001061 1 1
ENSAMXG00000001062 1 1
ENSAMXG00000001063 1 1
ENSAMXG00000001064 1 0
ENSAMXG00000001065 1 1
ENSAMXG00000001066 1 0
ENSAMXG00000001066 1 1
ENSAMXG00000001068 1 1
ENSAMXG00000001072 1 0
ENSAMXG00000001076 1 1
ENSAMXG00000001077 1 0
ENSAMXG00000001079 1 1
ENSAMXG00000001081 1 1
ENSAMXG00000001082 1 0
ENSAMXG00000001082 1 1
ENSAMXG00000001083 1 0
ENSAMXG00000001083 1 1
ENSAMXG00000001084 0 0
ENSAMXG00000001084 1 1
ENSAMXG00000001086 1 1
ENSAMXG00000001089 1 0
ENSAMXG00000001091 1 1
ENSAMXG00000001095 1 1
ENSAMXG00000001097 1 1
ENSAMXG00000001098 1 0
ENSAMXG00000001099 1 0
ENSAMXG00000001100 1 1
ENSAMXG00000001103 1 1
ENSAMXG00000001104 1 1
ENSAMXG00000001107 1 1
ENSAMXG00000001109 1 1
ENSAMXG00000001110 1 0
ENSAMXG00000001112 1 0
ENSAMXG00000001113 1 1
ENSAMXG00000001115 1 1
ENSAMXG00000001121 1 1
ENSAMXG00000001125 1 0
ENSAMXG00000001126 1 0
ENSAMXG00000001129 1 1
ENSAMXG00000001130 1 1
ENSAMXG00000001131 1 1
ENSAMXG00000001132 0 0
ENSAMXG00000001136 1 0
ENSAMXG00000001137 1 1
ENSAMXG00000001138 1 0
ENSAMXG00000001141 1 1
ENSAMXG00000001142 1 1
ENSAMXG00000001143 1 1
ENSAMXG00000001144 1 1
ENSAMXG00000001146 1 1
ENSAMXG00000001148 1 0
ENSAMXG00000001155 1 1
ENSAMXG00000001158 1 1
ENSAMXG00000001161 1 1
ENSAMXG00000001164 1 0
ENSAMXG00000001164 1 1
ENSAMXG00000001165 1 1
ENSAMXG00000001166 1 1
ENSAMXG00000001167 1 1
ENSAMXG00000001169 1 1
ENSAMXG00000001172 1 1
ENSAMXG00000001175 1 0
ENSAMXG00000001178 1 1
ENSAMXG00000001182 1 1
ENSAMXG00000001184 1 1
ENSAMXG00000001185 1 1
ENSAMXG00000001186 1 1
ENSAMXG00000001188 1 1
ENSAMXG00000001190 1 0
ENSAMXG00000001193 1 1
ENSAMXG00000001194 1 0
ENSAMXG00000001194 1 1
ENSAMXG00000001195 1 1
ENSAMXG00000001197 1 1
ENSAMXG00000001200 1 1
ENSAMXG00000001201 1 1
ENSAMXG00000001202 1 0
ENSAMXG00000001204 1 1
ENSAMXG00000001206 1 1
ENSAMXG00000001208 1 1
ENSAMXG00000001210 1 0
ENSAMXG00000001212 1 1
ENSAMXG00000001213 1 0
ENSAMXG00000001213 1 1
ENSAMXG00000001214 1 1
ENSAMXG00000001215 1 1
ENSAMXG00000001216 1 0
ENSAMXG00000001220 1 1
ENSAMXG00000001222 0 0
ENSAMXG00000001222 1 0
ENSAMXG00000001222 1 1
ENSAMXG00000001224 1 1
ENSAMXG00000001225 1 1
ENSAMXG00000001226 1 0
ENSAMXG00000001228 1 1
ENSAMXG00000001229 1 1
ENSAMXG00000001232 1 1
ENSAMXG00000001235 1 0
ENSAMXG00000001238 1 1
ENSAMXG00000001241 1 0
ENSAMXG00000001243 1 0
ENSAMXG00000001244 1 0
ENSAMXG00000001244 1 1
ENSAMXG00000001247 1 1
ENSAMXG00000001248 1 1
ENSAMXG00000001249 1 0
ENSAMXG00000001253 1 1
ENSAMXG00000001254 1 1
ENSAMXG00000001255 1 1
ENSAMXG00000001259 1 1
ENSAMXG00000001261 1 0
ENSAMXG00000001261 1 1
ENSAMXG00000001263 1 1
ENSAMXG00000001266 1 1
ENSAMXG00000001272 1 1
ENSAMXG00000001273 1 1
ENSAMXG00000001275 1 0
ENSAMXG00000001276 1 1
ENSAMXG00000001277 1 1
ENSAMXG00000001278 1 1
ENSAMXG00000001279 1 1
ENSAMXG00000001280 1 1
ENSAMXG00000001281 1 0
ENSAMXG00000001283 1 1
ENSAMXG00000001286 1 1
ENSAMXG00000001291 1 0
ENSAMXG00000001292 1 1
ENSAMXG00000001295 1 1
ENSAMXG00000001298 1 0
ENSAMXG00000001299 1 1
ENSAMXG00000001301 1 1
ENSAMXG00000001302 1 1
ENSAMXG00000001307 1 1
ENSAMXG00000001309 1 1
ENSAMXG00000001310 1 0
ENSAMXG00000001313 1 0
ENSAMXG00000001313 1 1
ENSAMXG00000001315 1 1
ENSAMXG00000001318 1 1
ENSAMXG00000001319 1 0
ENSAMXG00000001319 1 1
ENSAMXG00000001321 1 1
ENSAMXG00000001322 1 1
ENSAMXG00000001323 0 1
ENSAMXG00000001328 1 1
ENSAMXG00000001330 1 1
ENSAMXG00000001334 1 0
ENSAMXG00000001339 1 0
ENSAMXG00000001341 0 0
ENSAMXG00000001342 1 1
ENSAMXG00000001344 1 1
ENSAMXG00000001348 1 1
ENSAMXG00000001350 1 1
ENSAMXG00000001352 1 0
ENSAMXG00000001353 1 1
ENSAMXG00000001354 1 1
ENSAMXG00000001356 1 0
ENSAMXG00000001357 1 1
ENSAMXG00000001358 1 0
ENSAMXG00000001360 1 0
ENSAMXG00000001360 1 1
ENSAMXG00000001361 1 1
ENSAMXG00000001362 1 1
ENSAMXG00000001364 1 0
ENSAMXG00000001366 1 0
ENSAMXG00000001367 1 1
ENSAMXG00000001368 1 1
ENSAMXG00000001371 1 0
ENSAMXG00000001371 1 1
ENSAMXG00000001373 1 1
ENSAMXG00000001375 1 1
ENSAMXG00000001378 1 0
ENSAMXG00000001379 1 1
ENSAMXG00000001381 1 1
ENSAMXG00000001383 1 1
ENSAMXG00000001384 1 1
ENSAMXG00000001386 1 0
ENSAMXG00000001386 1 1
ENSAMXG00000001387 1 1
ENSAMXG00000001388 1 0
ENSAMXG00000001388 1 1
ENSAMXG00000001389 1 1
ENSAMXG00000001390 1 0
ENSAMXG00000001393 0 0
ENSAMXG00000001395 1 1
ENSAMXG00000001399 1 1
ENSAMXG00000001400 1 1
ENSAMXG00000001401 1 1
ENSAMXG00000001403 1 1
ENSAMXG00000001406 1 1
ENSAMXG00000001407 1 1
ENSAMXG00000001409 1 1
ENSAMXG00000001410 1 1
ENSAMXG00000001412 1 0
ENSAMXG00000001413 1 1
ENSAMXG00000001415 1 1
ENSAMXG00000001417 1 1
ENSAMXG00000001422 1 1
ENSAMXG00000001430 1 1
ENSAMXG00000001431 1 1
ENSAMXG00000001432 1 1
ENSAMXG00000001433 1 1
ENSAMXG00000001436 1 1
ENSAMXG00000001437 1 1
ENSAMXG00000001441 1 1
ENSAMXG00000001442 1 1
ENSAMXG00000001444 1 1
ENSAMXG00000001445 1 1
ENSAMXG00000001446 1 1
ENSAMXG00000001447 1 0
ENSAMXG00000001448 1 1
ENSAMXG00000001449 1 1
ENSAMXG00000001451 1 1
ENSAMXG00000001452 1 0
ENSAMXG00000001455 1 1
ENSAMXG00000001460 1 1
ENSAMXG00000001461 1 1
ENSAMXG00000001464 1 0
ENSAMXG00000001465 1 1
ENSAMXG00000001466 1 1
ENSAMXG00000001470 1 0
ENSAMXG00000001470 1 1
ENSAMXG00000001473 1 0
ENSAMXG00000001473 1 1
ENSAMXG00000001474 1 1
ENSAMXG00000001475 1 1
ENSAMXG00000001477 1 1
ENSAMXG00000001480 1 1
ENSAMXG00000001481 1 0
ENSAMXG00000001481 1 1
ENSAMXG00000001485 1 1
ENSAMXG00000001486 1 0
ENSAMXG00000001487 1 1
ENSAMXG00000001489 1 0
ENSAMXG00000001490 1 1
ENSAMXG00000001491 1 1
ENSAMXG00000001494 1 1
ENSAMXG00000001495 1 0
ENSAMXG00000001498 1 1
ENSAMXG00000001500 1 0
ENSAMXG00000001500 1 1
ENSAMXG00000001503 1 1
ENSAMXG00000001506 1 0
ENSAMXG00000001507 1 1
ENSAMXG00000001508 1 1
ENSAMXG00000001513 1 0
ENSAMXG00000001514 1 0
ENSAMXG00000001514 1 1
ENSAMXG00000001515 1 1
ENSAMXG00000001516 1 1
ENSAMXG00000001518 0 1
ENSAMXG00000001518 1 1
ENSAMXG00000001519 1 1
ENSAMXG00000001520 1 1
ENSAMXG00000001521 1 0
ENSAMXG00000001523 1 0
ENSAMXG00000001523 1 1
ENSAMXG00000001525 1 1
ENSAMXG00000001526 1 1
ENSAMXG00000001527 1 1
ENSAMXG00000001531 1 1
ENSAMXG00000001532 1 0
ENSAMXG00000001536 0 1
ENSAMXG00000001536 1 1
ENSAMXG00000001537 1 1
ENSAMXG00000001538 1 1
ENSAMXG00000001539 1 1
ENSAMXG00000001542 1 1
ENSAMXG00000001543 1 0
ENSAMXG00000001544 1 1
ENSAMXG00000001545 1 1
ENSAMXG00000001548 1 1
ENSAMXG00000001549 1 1
ENSAMXG00000001550 1 0
ENSAMXG00000001550 1 1
ENSAMXG00000001554 1 1
ENSAMXG00000001555 1 1
ENSAMXG00000001556 1 1
ENSAMXG00000001557 1 0
ENSAMXG00000001561 1 1
ENSAMXG00000001563 1 0
ENSAMXG00000001565 1 0
ENSAMXG00000001568 1 1
ENSAMXG00000001572 1 0
ENSAMXG00000001572 1 1
ENSAMXG00000001574 1 1
ENSAMXG00000001577 1 1
ENSAMXG00000001578 1 0
ENSAMXG00000001581 1 0
ENSAMXG00000001583 1 0
ENSAMXG00000001584 1 1
ENSAMXG00000001585 1 1
ENSAMXG00000001588 1 0
ENSAMXG00000001589 1 1
ENSAMXG00000001590 1 1
ENSAMXG00000001591 1 1
ENSAMXG00000001593 1 1
ENSAMXG00000001596 1 0
ENSAMXG00000001596 1 1
ENSAMXG00000001600 1 1
ENSAMXG00000001604 1 1
ENSAMXG00000001612 1 1
ENSAMXG00000001614 1 1
ENSAMXG00000001618 1 0
ENSAMXG00000001622 1 1
ENSAMXG00000001625 1 1
ENSAMXG00000001626 0 0
ENSAMXG00000001627 1 1
ENSAMXG00000001629 1 1
ENSAMXG00000001631 1 0
ENSAMXG00000001634 1 0
